case_id,activity_name,start_timestamp,end_timestamp,resource,agent
9,Turning - Machine 9,2012-01-30 17:35:00+00:00,2012-01-30 21:03:00+00:00,Machine 9 - Turning & Milling,6
9,Turning Q.C.,2012-02-01 07:23:00+00:00,2012-02-01 07:30:00+00:00,Quality Check 1,0
9,Lapping - Machine 1,2012-02-01 09:54:00+00:00,2012-02-01 11:18:00+00:00,Machine 1 - Lapping,4
9,Lapping - Machine 1,2012-02-14 15:13:00+00:00,2012-02-14 17:18:00+00:00,Machine 1 - Lapping,4
9,Round Grinding - Manual,2012-02-16 06:58:00+00:00,2012-02-16 08:09:00+00:00,Machine 27 - Grinding,11
9,Round Grinding - Manual,2012-02-16 08:09:00+00:00,2012-02-16 11:11:00+00:00,Machine 27 - Grinding,11
9,Laser Marking - Machine 7,2012-02-16 11:29:00+00:00,2012-02-16 11:30:00+00:00,Machine 7- Laser Marking,9
9,Final Inspection Q.C.,2012-02-19 13:20:00+00:00,2012-02-19 15:00:00+00:00,Quality Check 1,0
9,Final Inspection Q.C.,2012-02-20 09:07:00+00:00,2012-02-20 09:08:00+00:00,Quality Check 1,0
9,Packing,2012-02-21 00:00:00+00:00,2012-02-21 01:00:00+00:00,Packing,14
10,Turning & Milling - Machine 9,2012-01-17 07:01:00+00:00,2012-01-17 11:05:00+00:00,Machine 9 - Turning & Milling,6
10,Turning Q.C.,2012-01-17 11:00:00+00:00,2012-01-17 11:15:00+00:00,Quality Check 1,0
10,Turning & Milling - Machine 9,2012-01-17 19:24:00+00:00,2012-01-17 20:01:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-17 20:01:00+00:00,2012-01-17 23:43:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-17 23:49:00+00:00,2012-01-18 06:32:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-18 06:59:00+00:00,2012-01-18 07:24:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-18 16:33:00+00:00,2012-01-18 17:55:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-18 17:57:00+00:00,2012-01-18 20:04:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-18 20:10:00+00:00,2012-01-19 06:29:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-19 16:12:00+00:00,2012-01-19 18:09:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-19 18:10:00+00:00,2012-01-19 20:08:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-19 20:09:00+00:00,2012-01-20 05:10:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-22 02:42:00+00:00,2012-01-22 06:34:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-22 07:00:00+00:00,2012-01-22 07:13:00+00:00,Machine 9 - Turning & Milling,6
10,Turning & Milling - Machine 9,2012-01-22 09:02:00+00:00,2012-01-22 17:47:00+00:00,Machine 9 - Turning & Milling,6
10,Turning Q.C.,2012-01-23 07:54:00+00:00,2012-01-23 10:26:00+00:00,Quality Check 1,0
10,Laser Marking - Machine 7,2012-01-25 09:31:00+00:00,2012-01-25 10:57:00+00:00,Machine 7- Laser Marking,9
10,Laser Marking - Machine 7,2012-01-25 11:00:00+00:00,2012-01-25 12:54:00+00:00,Machine 7- Laser Marking,9
10,Laser Marking - Machine 7,2012-01-25 13:22:00+00:00,2012-01-25 14:09:00+00:00,Machine 7- Laser Marking,9
10,Flat Grinding - Machine 11,2012-01-27 10:30:00+00:00,2012-01-27 13:00:00+00:00,Machine 11 - Grinding,10
10,Flat Grinding - Machine 11,2012-01-29 08:09:00+00:00,2012-01-29 15:06:00+00:00,Machine 11 - Grinding,10
10,Flat Grinding - Machine 11,2012-01-30 15:19:00+00:00,2012-01-30 16:59:00+00:00,Machine 11 - Grinding,10
10,Final Inspection Q.C.,2012-02-02 12:38:00+00:00,2012-02-02 14:16:00+00:00,Quality Check 1,0
10,Packing,2012-02-03 00:00:00+00:00,2012-02-03 01:00:00+00:00,Packing,14
11,Turning & Milling - Machine 10,2012-01-15 18:04:00+00:00,2012-01-15 23:40:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-16 06:59:00+00:00,2012-01-16 09:49:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling Q.C.,2012-01-16 09:00:00+00:00,2012-01-16 09:54:00+00:00,Quality Check 1,0
11,Turning & Milling - Machine 10,2012-01-16 09:50:00+00:00,2012-01-16 16:22:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-16 18:08:00+00:00,2012-01-16 23:38:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-16 23:39:00+00:00,2012-01-17 06:37:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-17 10:46:00+00:00,2012-01-17 12:01:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling Q.C.,2012-01-18 07:00:00+00:00,2012-01-18 08:38:00+00:00,Quality Check 1,0
11,Turning & Milling - Machine 10,2012-01-18 08:35:00+00:00,2012-01-18 09:50:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-18 08:36:00+00:00,2012-01-18 09:56:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-18 09:57:00+00:00,2012-01-18 15:32:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling Q.C.,2012-01-18 10:14:00+00:00,2012-01-18 11:29:00+00:00,Quality Check 1,0
11,Turning & Milling - Machine 9,2012-01-19 07:39:00+00:00,2012-01-19 09:00:00+00:00,Machine 9 - Turning & Milling,6
11,Turning & Milling - Machine 10,2012-01-19 09:01:00+00:00,2012-01-19 16:00:00+00:00,Machine 10 - Grinding,15
11,Turning & Milling - Machine 10,2012-01-19 16:08:00+00:00,2012-01-19 19:21:00+00:00,Machine 10 - Grinding,15
11,Laser Marking - Machine 7,2012-01-22 15:01:00+00:00,2012-01-22 15:33:00+00:00,Machine 7- Laser Marking,9
11,Turning & Milling Q.C.,2012-01-23 09:24:00+00:00,2012-01-23 09:25:00+00:00,Quality Check 1,0
11,Laser Marking - Machine 7,2012-01-24 14:41:00+00:00,2012-01-24 16:06:00+00:00,Machine 7- Laser Marking,9
11,Packing,2012-01-25 00:00:00+00:00,2012-01-25 01:00:00+00:00,Packing,14
11,Final Inspection Q.C.,2012-01-25 11:11:00+00:00,2012-01-25 14:09:00+00:00,Quality Check 1,0
11,Turning & Milling Q.C.,2012-01-25 14:10:00+00:00,2012-01-25 14:11:00+00:00,Quality Check 1,0
12,Turning - Machine 9,2012-01-26 02:38:00+00:00,2012-01-26 07:00:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-26 08:17:00+00:00,2012-01-26 10:09:00+00:00,Machine 9 - Turning & Milling,6
12,Turning Q.C.,2012-01-26 11:11:00+00:00,2012-01-26 11:57:00+00:00,Quality Check 1,0
12,Turning - Machine 9,2012-01-26 12:00:00+00:00,2012-01-26 20:29:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-26 20:31:00+00:00,2012-01-27 06:18:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-27 07:04:00+00:00,2012-01-27 12:51:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-29 09:06:00+00:00,2012-01-29 15:58:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-29 16:11:00+00:00,2012-01-29 21:59:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-29 22:00:00+00:00,2012-01-29 23:45:00+00:00,Machine 9 - Turning & Milling,6
12,Turning - Machine 9,2012-01-30 06:57:00+00:00,2012-01-30 09:41:00+00:00,Machine 9 - Turning & Milling,6
12,Turning Q.C.,2012-01-30 10:29:00+00:00,2012-01-30 11:44:00+00:00,Quality Check 1,0
12,Turning & Milling - Machine 9,2012-02-05 00:00:00+00:00,2012-02-05 01:15:00+00:00,Machine 9 - Turning & Milling,6
12,Lapping - Machine 1,2012-02-05 14:00:00+00:00,2012-02-05 16:00:00+00:00,Machine 1 - Lapping,4
12,Flat Grinding - Machine 11,2012-02-06 00:00:00+00:00,2012-02-06 01:15:00+00:00,Machine 11 - Grinding,10
12,Flat Grinding - Machine 11,2012-02-06 09:53:00+00:00,2012-02-06 12:40:00+00:00,Machine 11 - Grinding,10
12,Laser Marking - Machine 7,2012-02-06 12:47:00+00:00,2012-02-06 13:47:00+00:00,Machine 7- Laser Marking,9
12,Flat Grinding - Machine 11,2012-02-07 00:00:00+00:00,2012-02-07 01:15:00+00:00,Machine 11 - Grinding,10
12,Flat Grinding - Machine 11,2012-02-07 00:00:00+00:00,2012-02-07 01:15:00+00:00,Machine 11 - Grinding,10
12,Final Inspection Q.C.,2012-02-07 13:42:00+00:00,2012-02-07 16:05:00+00:00,Quality Check 1,0
12,Laser Marking - Machine 7,2012-02-07 13:48:00+00:00,2012-02-07 16:38:00+00:00,Machine 7- Laser Marking,9
12,Flat Grinding - Machine 11,2012-02-07 13:51:00+00:00,2012-02-07 13:52:00+00:00,Machine 11 - Grinding,10
12,Flat Grinding - Machine 11,2012-02-07 13:52:00+00:00,2012-02-07 15:43:00+00:00,Machine 11 - Grinding,10
12,Final Inspection Q.C.,2012-02-13 15:50:00+00:00,2012-02-13 17:50:00+00:00,Quality Check 1,0
12,Final Inspection Q.C.,2012-02-14 10:56:00+00:00,2012-02-14 12:39:00+00:00,Quality Check 1,0
12,Final Inspection Q.C.,2012-02-16 15:32:00+00:00,2012-02-16 15:33:00+00:00,Quality Check 1,0
12,Packing,2012-02-17 00:00:00+00:00,2012-02-17 01:00:00+00:00,Packing,14
13,Turning - Machine 9,2012-01-17 13:47:00+00:00,2012-01-17 15:17:00+00:00,Machine 9 - Turning & Milling,6
13,Turning - Machine 9,2012-01-17 15:31:00+00:00,2012-01-17 15:56:00+00:00,Machine 9 - Turning & Milling,6
13,Turning - Machine 9,2012-01-17 16:23:00+00:00,2012-01-17 19:23:00+00:00,Machine 9 - Turning & Milling,6
13,Packing,2012-01-18 00:00:00+00:00,2012-01-18 01:00:00+00:00,Packing,14
13,Turning Q.C.,2012-01-18 06:50:00+00:00,2012-01-18 07:43:00+00:00,Quality Check 1,0
13,Laser Marking - Machine 7,2012-01-18 07:45:00+00:00,2012-01-18 08:25:00+00:00,Machine 7- Laser Marking,9
13,Final Inspection Q.C.,2012-01-18 10:27:00+00:00,2012-01-18 11:42:00+00:00,Quality Check 1,0
19,Turning & Milling - Machine 5,2012-01-30 10:59:00+00:00,2012-01-30 16:10:00+00:00,Machine 5 - Turning & Milling,12
19,Turning & Milling Q.C.,2012-01-30 17:00:00+00:00,2012-01-30 18:05:00+00:00,Quality Check 1,0
19,Turning & Milling - Machine 4,2012-01-30 19:50:00+00:00,2012-01-31 06:40:00+00:00,Machine 4 - Turning & Milling,2
19,Turning & Milling Q.C.,2012-01-31 14:50:00+00:00,2012-01-31 16:10:00+00:00,Quality Check 1,0
19,Laser Marking - Machine 7,2012-02-01 08:27:00+00:00,2012-02-01 09:19:00+00:00,Machine 7- Laser Marking,9
19,Lapping - Machine 1,2012-02-20 00:00:00+00:00,2012-02-20 01:15:00+00:00,Machine 1 - Lapping,4
19,Lapping - Machine 1,2012-02-20 15:21:00+00:00,2012-02-20 15:59:00+00:00,Machine 1 - Lapping,4
19,Round Grinding - Machine 3,2012-02-21 11:30:00+00:00,2012-02-21 13:00:00+00:00,Machine 3 - Round Grinding,1
19,Round Grinding - Machine 3,2012-02-21 16:22:00+00:00,2012-02-21 20:10:00+00:00,Machine 3 - Round Grinding,1
19,Round Grinding - Machine 3,2012-02-21 20:10:00+00:00,2012-02-22 03:45:00+00:00,Machine 3 - Round Grinding,1
19,Round  Q.C.,2012-02-22 17:49:00+00:00,2012-02-22 19:04:00+00:00,Quality Check 2,29
19,Packing,2012-02-23 00:00:00+00:00,2012-02-23 01:00:00+00:00,Packing,14
19,Packing,2012-02-23 00:00:00+00:00,2012-02-23 01:00:00+00:00,Packing,14
19,Round  Q.C.,2012-02-23 08:36:00+00:00,2012-02-23 09:36:00+00:00,Quality Check 2,29
19,Final Inspection Q.C.,2012-02-23 09:37:00+00:00,2012-02-23 10:52:00+00:00,Quality Check 1,0
20,Turning & Milling - Machine 4,2012-01-15 08:16:00+00:00,2012-01-15 14:06:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-15 14:07:00+00:00,2012-01-15 15:36:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling Q.C.,2012-01-15 14:07:00+00:00,2012-01-15 16:08:00+00:00,Quality Check 1,0
20,Turning & Milling - Machine 4,2012-01-15 21:14:00+00:00,2012-01-15 22:24:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-15 22:25:00+00:00,2012-01-16 02:34:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-16 02:36:00+00:00,2012-01-16 04:38:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-16 07:29:00+00:00,2012-01-16 16:26:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-16 17:05:00+00:00,2012-01-16 17:52:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling - Machine 4,2012-01-16 20:14:00+00:00,2012-01-17 06:49:00+00:00,Machine 4 - Turning & Milling,2
20,Turning & Milling Q.C.,2012-01-17 15:26:00+00:00,2012-01-17 15:53:00+00:00,Quality Check 1,0
20,Turning & Milling - Machine 4,2012-01-17 15:50:00+00:00,2012-01-17 18:50:00+00:00,Machine 4 - Turning & Milling,2
20,Laser Marking - Machine 7,2012-01-23 11:44:00+00:00,2012-01-23 12:45:00+00:00,Machine 7- Laser Marking,9
20,Round Grinding - Machine 3,2012-01-24 21:30:00+00:00,2012-01-24 22:00:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-01-24 22:00:00+00:00,2012-01-24 23:15:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-01-25 07:00:00+00:00,2012-01-25 09:30:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-01-26 08:21:00+00:00,2012-01-26 15:56:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-01-26 16:06:00+00:00,2012-01-26 23:24:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-01-27 06:52:00+00:00,2012-01-27 10:00:00+00:00,Machine 3 - Round Grinding,1
20,Round Grinding - Machine 3,2012-02-05 23:56:00+00:00,2012-02-06 00:17:00+00:00,Machine 3 - Round Grinding,1
20,Turning & Milling Q.C.,2012-02-06 06:50:00+00:00,2012-02-06 07:07:00+00:00,Quality Check 1,0
20,Round Grinding - Machine 2,2012-02-07 13:02:00+00:00,2012-02-07 14:17:00+00:00,Machine 2 - Round Grinding,8
20,Round Grinding - Machine 2,2012-02-07 14:19:00+00:00,2012-02-07 17:42:00+00:00,Machine 2 - Round Grinding,8
20,Round Grinding - Machine 2,2012-02-07 20:01:00+00:00,2012-02-08 02:01:00+00:00,Machine 2 - Round Grinding,8
20,Final Inspection Q.C.,2012-02-21 08:14:00+00:00,2012-02-21 16:05:00+00:00,Quality Check 1,0
20,Packing,2012-02-22 00:00:00+00:00,2012-02-22 01:00:00+00:00,Packing,14
21,Turning & Milling - Machine 4,2012-01-12 07:27:00+00:00,2012-01-12 17:55:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling - Machine 4,2012-01-12 23:40:00+00:00,2012-01-13 06:26:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling Q.C.,2012-01-13 07:00:00+00:00,2012-01-13 12:50:00+00:00,Quality Check 1,0
21,Turning & Milling - Machine 4,2012-01-13 07:23:00+00:00,2012-01-13 08:38:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling - Machine 4,2012-01-13 07:24:00+00:00,2012-01-13 12:50:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling - Machine 4,2012-01-14 13:00:00+00:00,2012-01-15 09:52:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling - Machine 4,2012-01-14 17:00:00+00:00,2012-01-14 22:00:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling - Machine 4,2012-01-14 22:15:00+00:00,2012-01-15 04:41:00+00:00,Machine 4 - Turning & Milling,2
21,Turning & Milling Q.C.,2012-01-15 00:00:00+00:00,2012-01-15 01:15:00+00:00,Quality Check 1,0
21,Turning & Milling Q.C.,2012-01-15 11:33:00+00:00,2012-01-15 12:37:00+00:00,Quality Check 1,0
21,Turning & Milling Q.C.,2012-01-15 15:04:00+00:00,2012-01-15 16:09:00+00:00,Quality Check 1,0
21,Turning & Milling Q.C.,2012-01-15 15:31:00+00:00,2012-01-15 15:32:00+00:00,Quality Check 1,0
21,Laser Marking - Machine 7,2012-01-23 13:46:00+00:00,2012-01-23 14:37:00+00:00,Machine 7- Laser Marking,9
21,Round Grinding - Machine 3,2012-01-23 21:16:00+00:00,2012-01-23 22:18:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 3,2012-01-24 06:50:00+00:00,2012-01-24 08:40:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 3,2012-01-24 07:00:00+00:00,2012-01-24 22:30:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 3,2012-01-24 10:40:00+00:00,2012-01-24 14:50:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 3,2012-01-24 20:00:00+00:00,2012-01-24 21:30:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 2,2012-02-08 03:50:00+00:00,2012-02-08 04:40:00+00:00,Machine 2 - Round Grinding,8
21,Round Grinding - Machine 2,2012-02-08 04:40:00+00:00,2012-02-08 06:55:00+00:00,Machine 2 - Round Grinding,8
21,Turning & Milling Q.C.,2012-02-08 07:00:00+00:00,2012-02-08 07:30:00+00:00,Quality Check 1,0
21,Round Grinding - Machine 2,2012-02-08 07:08:00+00:00,2012-02-08 09:57:00+00:00,Machine 2 - Round Grinding,8
21,Round Grinding - Machine 2,2012-02-08 13:28:00+00:00,2012-02-08 16:34:00+00:00,Machine 2 - Round Grinding,8
21,Final Inspection Q.C.,2012-02-16 15:32:00+00:00,2012-02-16 16:05:00+00:00,Quality Check 1,0
21,Final Inspection Q.C.,2012-02-17 09:15:00+00:00,2012-02-17 10:52:00+00:00,Quality Check 1,0
21,Round Grinding - Machine 3,2012-02-20 08:24:00+00:00,2012-02-20 08:25:00+00:00,Machine 3 - Round Grinding,1
21,Round Grinding - Machine 3,2012-02-20 08:25:00+00:00,2012-02-20 08:26:00+00:00,Machine 3 - Round Grinding,1
21,Final Inspection Q.C.,2012-02-20 08:26:00+00:00,2012-02-20 09:41:00+00:00,Quality Check 1,0
21,Packing,2012-02-22 00:00:00+00:00,2012-02-22 01:00:00+00:00,Packing,14
22,Turning & Milling - Machine 9,2012-01-23 05:00:00+00:00,2012-01-23 07:00:00+00:00,Machine 9 - Turning & Milling,6
22,Turning & Milling - Machine 9,2012-01-23 07:16:00+00:00,2012-01-23 16:12:00+00:00,Machine 9 - Turning & Milling,6
22,Turning & Milling - Machine 9,2012-01-23 16:13:00+00:00,2012-01-23 17:17:00+00:00,Machine 9 - Turning & Milling,6
22,Turning & Milling - Machine 9,2012-01-23 17:18:00+00:00,2012-01-23 17:45:00+00:00,Machine 9 - Turning & Milling,6
22,Turning & Milling - Machine 9,2012-01-23 23:00:00+00:00,2012-01-24 05:00:00+00:00,Machine 9 - Turning & Milling,6
22,Turning & Milling Q.C.,2012-01-25 07:00:00+00:00,2012-01-25 07:16:00+00:00,Quality Check 1,0
22,Laser Marking - Machine 7,2012-01-25 08:18:00+00:00,2012-01-25 09:17:00+00:00,Machine 7- Laser Marking,9
22,Lapping - Machine 1,2012-01-25 09:18:00+00:00,2012-01-25 11:11:00+00:00,Machine 1 - Lapping,4
22,Round Grinding - Machine 12,2012-01-25 12:10:00+00:00,2012-01-25 12:50:00+00:00,Machine 12 - Grinding,18
22,Round Grinding - Machine 12,2012-01-25 13:20:00+00:00,2012-01-25 15:00:00+00:00,Machine 12 - Grinding,18
22,Final Inspection Q.C.,2012-01-27 11:12:00+00:00,2012-01-27 12:13:00+00:00,Quality Check 1,0
22,Packing,2012-01-29 00:00:00+00:00,2012-01-29 01:00:00+00:00,Packing,14
22,Final Inspection Q.C.,2012-01-29 08:27:00+00:00,2012-01-29 09:28:00+00:00,Quality Check 1,0
23,Turning - Machine 5,2012-01-23 07:16:00+00:00,2012-01-23 10:32:00+00:00,Machine 5 - Turning & Milling,12
23,Turning - Machine 5,2012-01-23 16:10:00+00:00,2012-01-23 20:13:00+00:00,Machine 5 - Turning & Milling,12
23,Turning & Milling - Machine 5,2012-01-23 20:43:00+00:00,2012-01-24 02:10:00+00:00,Machine 5 - Turning & Milling,12
