User,resource,activity_name,Cumulative net worth (EUR),case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case_id,case:Goods Receipt,start_timestamp,end_timestamp,agent
batch_00,batch_00,SRM: Awaiting Approval,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:29:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:36:00+00:00,1
user_000,user_000,Create Purchase Order Item,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:33:00+00:00,2
batch_00,batch_00,SRM: Change was Transmitted,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:33:00+00:00,1
batch_00,batch_00,SRM: Document Completed,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:32:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:32:00+00:00,1
batch_00,batch_00,SRM: Ordered,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:31:00+00:00,1
batch_00,batch_00,SRM: Complete,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:22:00+00:00,1
batch_00,batch_00,SRM: Ordered,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:29:00+00:00,1
batch_00,batch_00,SRM: Complete,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:35:00+00:00,1
user_000,user_000,Create Purchase Order Item,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:33:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:33:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:27:00+00:00,1
batch_00,batch_00,SRM: Ordered,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:26:00+00:00,1
batch_00,batch_00,SRM: Document Completed,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:23:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:29:00+00:00,1
batch_00,batch_00,SRM: Complete,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:32:00+00:00,1
user_000,user_000,Create Purchase Order Item,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:24:00+00:00,2
batch_00,batch_00,SRM: Change was Transmitted,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:22:00+00:00,1
batch_00,batch_00,SRM: In Transfer to Execution Syst.,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:25:00+00:00,1
batch_00,batch_00,SRM: Document Completed,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 07:21:00+00:00,2018-01-08 07:26:00+00:00,1
NONE,NONE,Vendor creates invoice,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-08 22:59:00+00:00,2018-01-08 23:09:00+00:00,0
NONE,NONE,Vendor creates invoice,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-08 22:59:00+00:00,2018-01-08 23:14:00+00:00,0
NONE,NONE,Vendor creates invoice,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-08 22:59:00+00:00,2018-01-08 23:05:00+00:00,0
user_000,user_000,Record Goods Receipt,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-01-12 13:14:00+00:00,2018-01-12 13:19:00+00:00,2
user_000,user_000,Record Goods Receipt,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-01-12 13:14:00+00:00,2018-01-12 13:20:00+00:00,2
user_000,user_000,Record Goods Receipt,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-01-12 13:14:00+00:00,2018-01-12 13:28:00+00:00,2
user_001,user_001,Record Invoice Receipt,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-02-12 15:58:00+00:00,2018-02-12 16:12:00+00:00,11
user_001,user_001,Record Invoice Receipt,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-02-12 15:58:00+00:00,2018-02-12 16:11:00+00:00,11
user_001,user_001,Record Invoice Receipt,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-02-12 15:58:00+00:00,2018-02-12 16:00:00+00:00,11
user_005,user_005,Clear Invoice,28.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,1,2000000003,True,2018-03-08 12:21:00+00:00,2018-03-08 12:29:00+00:00,16
user_005,user_005,Clear Invoice,44.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,3,2000000003,True,2018-03-08 12:21:00+00:00,2018-03-08 12:36:00+00:00,16
user_005,user_005,Clear Invoice,37.0,Enterprise Services,companyID_0000,EC Purchase order,Office Supplies,2000000003,Purchase order,vendorID_0003,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0003,False,2,2000000003,True,2018-03-08 12:21:00+00:00,2018-03-08 12:33:00+00:00,16
batch_00,batch_00,SRM: Created,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 06:21:00+00:00,2018-01-08 06:35:00+00:00,1
user_000,user_000,Create Purchase Order Item,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:26:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:25:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:24:00+00:00,1
batch_00,batch_00,SRM: Complete,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:24:00+00:00,1
batch_00,batch_00,SRM: Ordered,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:30:00+00:00,1
batch_00,batch_00,SRM: Document Completed,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:28:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 07:21:00+00:00,2018-01-08 07:33:00+00:00,1
NONE,NONE,Vendor creates invoice,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-08 22:59:00+00:00,2018-01-08 23:02:00+00:00,0
user_000,user_000,Record Goods Receipt,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-01-12 13:13:00+00:00,2018-01-12 13:20:00+00:00,2
batch_00,batch_00,Record Invoice Receipt,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-03-05 15:30:00+00:00,2018-03-05 15:35:00+00:00,1
user_002,user_002,Clear Invoice,166.0,CAPEX & SOCS,companyID_0000,EC Purchase order,Facility Management,2000000004,Purchase order,vendorID_0000,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0000,False,1,2000000004,True,2018-03-29 13:06:00+00:00,2018-03-29 13:15:00+00:00,13
batch_00,batch_00,SRM: Created,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 09:08:00+00:00,2018-01-08 09:15:00+00:00,1
batch_00,batch_00,SRM: Document Completed,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:08:00+00:00,2018-01-08 10:17:00+00:00,1
batch_00,batch_00,SRM: Complete,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:08:00+00:00,2018-01-08 10:10:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:08:00+00:00,2018-01-08 10:12:00+00:00,1
batch_00,batch_00,SRM: Ordered,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:09:00+00:00,2018-01-08 10:23:00+00:00,1
user_000,user_000,Create Purchase Order Item,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:09:00+00:00,2018-01-08 10:11:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:09:00+00:00,2018-01-08 10:21:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 10:09:00+00:00,2018-01-08 10:19:00+00:00,1
NONE,NONE,Vendor creates debit memo,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 22:59:00+00:00,2018-01-08 23:09:00+00:00,0
NONE,NONE,Vendor creates invoice,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-08 22:59:00+00:00,2018-01-08 23:08:00+00:00,0
user_000,user_000,Record Goods Receipt,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-01-19 08:09:00+00:00,2018-01-19 08:14:00+00:00,2
user_006,user_006,Record Invoice Receipt,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-04-03 04:26:00+00:00,2018-04-03 04:28:00+00:00,7
user_002,user_002,Clear Invoice,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-04-05 13:51:00+00:00,2018-04-05 13:55:00+00:00,13
user_007,user_007,Cancel Invoice Receipt,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-08-02 07:15:00+00:00,2018-08-02 07:27:00+00:00,4
user_007,user_007,Record Invoice Receipt,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-08-02 07:17:00+00:00,2018-08-02 07:32:00+00:00,4
user_007,user_007,Clear Invoice,433.0,Workforce Services,companyID_0000,EC Purchase order,HR Services,2000000005,Purchase order,vendorID_0004,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0004,False,1,2000000005,True,2018-08-02 07:19:00+00:00,2018-08-02 07:31:00+00:00,4
batch_00,batch_00,SRM: Created,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 12:12:00+00:00,2018-01-08 12:19:00+00:00,1
batch_00,batch_00,SRM: Change was Transmitted,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:26:00+00:00,1
batch_00,batch_00,SRM: Awaiting Approval,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:25:00+00:00,1
batch_00,batch_00,SRM: Complete,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:24:00+00:00,1
batch_00,batch_00,SRM: Document Completed,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:20:00+00:00,1
batch_00,batch_00,SRM: Ordered,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:15:00+00:00,1
user_000,user_000,Create Purchase Order Item,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:13:00+00:00,2
batch_00,batch_00,SRM: In Transfer to Execution Syst.,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 13:12:00+00:00,2018-01-08 13:27:00+00:00,1
NONE,NONE,Vendor creates invoice,3227.0,Enterprise Services,companyID_0000,EC Purchase order,ICT Software,2000000007,Purchase order,vendorID_0006,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0006,False,1,2000000007,True,2018-01-08 22:59:00+00:00,2018-01-08 23:03:00+00:00,0
